solution34,4.00,5.254,0.50,7081994,7081994,7081994,7081994,none,2,15,77251,69112,0
solution35,4.00,5.254,0.50,7081994,7081994,7081994,7081994,none,2,15,77251,69112,0
solution36,4.00,5.254,0.50,7081994,7081994,7081994,7081994,none,2,15,77251,69112,0
solution37,4.00,5.254,0.50,7081994,7081994,7081994,7081994,none,2,15,77251,69112,0
solution38,4.00,5.254,0.50,7081994,7081994,7081994,7081994,none,2,15,77251,69112,0
solution39,4.00,5.254,0.50,7081994,7081994,7081994,7081994,none,2,15,77251,69112,0
solution40,4.00,5.254,0.50,7081994,7081994,7081994,7081994,none,2,15,77251,69112,0
solution41,4.00,5.254,0.50,7081994,7081994,7081994,7081994,none,2,15,77251,69112,0
solution42,4.00,5.254,0.50,7081994,7081994,7081994,7081994,none,2,15,77251,69112,0
solution43,4.00,5.254,0.50,7081994,7081994,7081994,7081994,none,2,15,77251,69112,0
solution44,4.00,5.254,0.50,7081994,7081994,7081994,7081994,none,2,15,77251,69112,0
solution45,4.00,5.254,0.50,7081994,7081994,7081994,7081994,none,2,15,77251,69112,0
solution46,4.00,5.254,0.50,7081994,7081994,7081994,7081994,none,2,15,77251,69112,0
solution47,4.00,5.254,0.50,7081994,7081994,7081994,7081994,none,2,15,77251,69112,0
solution48,4.00,5.254,0.50,7081994,7081994,7081994,7081994,none,2,15,77251,69112,0
solution49,4.00,5.254,0.50,7081994,7081994,7081994,7081994,none,2,15,77251,69112,0
solution50,4.00,5.254,0.50,7081994,7081994,7081994,7081994,none,2,15,77251,69112,0
solution51,4.00,5.254,0.50,7081994,7081994,7081994,7081994,none,2,15,77251,69112,0
solution52,4.00,5.254,0.50,7081994,7081994,7081994,7081994,none,2,15,77251,69112,0
solution53,4.00,5.254,0.50,7081994,7081994,7081994,7081994,none,2,15,77251,69112,0
solution54,4.00,3.500,0.50,20714584,20714584,20714584,20714584,none,2,5,2866,4254,0
solution55,4.00,3.744,0.50,9206734,9206734,9206734,9206734,none,2,5,2954,4356,0
solution56,4.00,3.677,0.50,11852464,11852464,11852464,11852464,none,2,5,3962,5536,0
solution57,4.00,3.677,0.50,7235737,7235737,7235737,7235737,none,2,5,4487,5909,0
solution58,4.00,3.677,0.50,7235737,7235737,7235737,7235737,none,2,5,4487,5909,0
solution59,4.00,3.677,0.50,7235737,7235737,7235737,7235737,none,2,5,4487,5909,0
solution60,4.00,3.677,0.50,20305894,20305894,20305894,20305894,none,2,5,4187,6287,0
solution61,4.00,3.677,0.50,12046054,12046054,12046054,12046054,none,2,5,4823,6279,0
solution62,4.00,4.279,0.50,8862574,8862574,8862574,8862574,none,2,5,5343,7835,0
solution63,4.00,4.279,0.50,1581217,1581217,1581217,1581217,none,2,5,6315,7200,0
solution64,4.00,4.279,0.50,1581217,1581217,1581217,1581217,none,2,5,6315,7200,0
solution65,4.00,4.279,0.50,1581217,1581217,1581217,1581217,none,2,5,6315,7200,0
solution66,4.00,4.279,0.50,1581217,1581217,1581217,1581217,none,2,5,6315,7200,0
solution67,4.00,4.279,0.50,1581217,1581217,1581217,1581217,none,2,5,6315,7200,0
solution68,4.00,4.279,0.50,1581217,1581217,1581217,1581217,none,2,5,6315,7200,0
solution69,4.00,4.279,0.50,1581217,1581217,1581217,1581217,none,2,5,6315,7200,0
solution70,4.00,4.279,0.50,1581217,1581217,1581217,1581217,none,2,5,6315,7200,0
solution71,4.00,4.279,0.50,1581217,1581217,1581217,1581217,none,2,5,6315,7200,0
solution72,4.00,3.585,0.50,20745166,20745166,20745166,20745166,none,2,5,7825,12171,0
solution73,4.00,3.744,0.50,9211855,9211855,9211855,9211855,none,2,5,8187,12807,0
solution74,4.00,3.769,0.50,11866840,11866840,11866840,11866840,none,2,5,12385,15856,0
solution75,4.00,3.769,0.50,9059929,9059929,9059929,9059929,none,2,5,12325,16432,0
solution76,4.00,3.769,0.50,9059929,9059929,9059929,9059929,none,2,5,12325,16432,0
solution77,4.00,3.769,0.50,9059929,9059929,9059929,9059929,none,2,5,12325,16432,0
solution78,4.00,3.769,0.50,20336944,20336944,20336944,20336944,none,2,5,13407,17320,0
solution79,4.00,3.769,0.50,12045811,12045811,12045811,12045811,none,2,5,15951,20488,0
solution80,4.00,4.490,0.50,8122906,8225506,8122906,8225506,none,2,20,12134,14419,0
